250 lat long pcc pcn mem st bw sd cost service task
76 44.527046 10.874341 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
77 44.580008 10.911161 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
78 44.630239 10.974414 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
79 44.629612 10.951159 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
80 44.631288 10.903670 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
81 44.644122 10.942273 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
82 44.627062 10.918328 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
83 44.662602 10.898617 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
84 44.642029 10.962812 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
85 44.656379 10.890524 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
86 44.617017 10.932033 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
87 44.613852 10.887416 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
88 44.621478 10.909658 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
89 44.688915 10.919713 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
90 44.647343 10.927732 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
91 44.638130 10.973288 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
92 44.643751 10.942125 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
93 44.638736 10.965669 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
94 44.620782 11.040734 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
95 44.629734 10.970472 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
96 44.645031 10.901825 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
97 44.727825 10.919785 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
98 44.689272 10.916227 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
99 44.640327 10.918668 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
100 44.647264 10.943387 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
101 44.646018 10.923316 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
102 44.674861 10.930522 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
103 44.640358 10.907456 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
104 44.535869 11.016590 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
105 44.626765 10.930694 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
106 44.645879 10.930202 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
107 44.618683 10.932906 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
108 44.836184 11.292578 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
109 44.625556 10.894379 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
110 44.695435 10.875618 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
111 44.633370 10.946570 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
112 44.639702 10.913418 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
113 44.659720 10.920255 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
114 44.634962 10.908556 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
115 44.636780 10.930377 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
116 44.668198 10.938464 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
117 44.604387 10.968903 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
118 44.651835 10.933512 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
119 44.800015 10.992203 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
120 44.637842 10.935338 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
121 44.627633 10.896664 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
122 44.636236 10.921261 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
123 44.637133 10.913905 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
124 44.509709 10.950041 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
125 44.647742 10.927925 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
126 44.616335 10.927542 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
127 44.629529 10.963538 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
128 44.655040 10.905814 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
129 44.670082 10.869722 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
130 44.635521 10.902887 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
131 44.635164 10.869587 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
132 44.647051 10.916171 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
133 44.638403 10.876708 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
134 44.646067 10.852251 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
135 44.612217 10.909517 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
136 44.644588 10.887783 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
137 44.892099 10.901418 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
138 44.651885 10.958244 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
139 44.536802 10.813365 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
140 44.631068 10.898911 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
141 44.643934 10.929792 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
142 44.661620 10.892461 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
143 44.651327 10.928222 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
144 44.643031 10.934915 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
145 44.629643 10.916028 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
146 44.661748 10.908158 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
147 44.636547 10.933714 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
148 44.635050 10.931091 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
149 44.632230 10.947447 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
150 44.654201 10.951187 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
151 44.654849 10.949426 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
152 44.668256 10.930643 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
153 44.640473 10.964498 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
154 44.595873 10.974174 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
155 44.653930 10.912998 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
156 44.643803 10.890940 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
157 44.630846 10.970793 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
158 44.626551 10.943452 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
159 44.664204 10.974826 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
160 44.641216 10.943818 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
161 44.603461 10.870396 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
162 44.656795 10.914978 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
163 44.627832 10.975776 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
164 44.524906 10.857139 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
165 44.662918 10.925206 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
166 44.640937 10.861207 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
167 44.883938 11.074567 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
168 44.637760 10.919078 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
169 44.649623 10.798980 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
170 44.639989 10.926191 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
171 44.615566 10.975004 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
172 44.622446 10.921893 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
173 44.647725 10.924663 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
174 44.649250 10.925743 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
175 44.633559 10.959935 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
176 44.887139 11.065114 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
177 44.598609 10.959842 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
178 44.629911 10.915059 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
179 44.637372 10.797124 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
180 44.659414 10.936595 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
181 44.579704 10.945882 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
182 44.603635 10.863614 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
183 44.646504 10.840999 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
184 44.634734 10.947882 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
185 44.644686 10.950389 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
186 44.645480 10.924387 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
187 44.647459 10.934743 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
188 44.659551 10.898291 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
189 44.686200 10.917084 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
190 44.657915 10.914884 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
191 44.636898 10.955762 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
192 44.670069 10.939413 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
193 44.600898 10.981489 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
194 44.624450 10.911829 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
195 44.651619 10.804524 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
196 44.567571 10.833677 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
197 44.626591 10.919601 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
198 44.580577 10.939358 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
199 44.629951 10.918383 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
200 44.630355 10.941384 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
201 44.652983 10.931346 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
202 44.656542 10.947323 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
203 44.640198 10.938021 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
204 44.838341 11.304238 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
205 44.628088 10.916608 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
206 44.606329 10.970405 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
207 44.647604 10.943819 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
208 44.627114 10.948538 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
209 44.675603 11.016675 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
210 44.628905 10.919377 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
211 44.645862 10.943654 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
212 44.648011 10.922960 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
213 44.641933 10.922145 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
214 44.640370 10.942235 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
215 44.650803 10.935173 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
216 44.630360 10.921717 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
217 44.666815 10.944716 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
218 44.677046 10.936607 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
219 44.631915 10.954364 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
220 44.613206 10.846712 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
221 44.636715 10.935783 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
222 44.674217 10.952219 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
223 44.622621 10.975875 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
224 44.636704 10.936763 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
225 44.631654 10.918496 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
226 44.658759 10.903604 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
227 44.656001 10.892861 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
228 44.533598 11.025887 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
229 44.629045 10.922147 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
230 44.674281 10.935397 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
231 44.636382 10.872374 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
232 44.638905 10.945953 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
233 44.601649 10.973504 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
234 44.657512 10.889531 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
235 44.808582 10.837993 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
236 44.646211 10.926659 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
237 44.608845 10.865446 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
238 44.609587 10.864279 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
239 44.637135 10.912478 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
240 44.650747 10.897213 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
241 44.659895 10.899966 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
242 44.916054 10.991907 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
243 44.670308 11.043170 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
244 44.659528 10.968969 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
245 44.656430 10.935697 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
246 44.630195 10.925437 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
247 44.634501 10.918805 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
248 44.673515 11.012144 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
249 44.648069 10.922534 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
250 44.231260 10.653671 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
