800 lat long pcc pcn mem st bw sd cost service task
26 44.675540 11.041978 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
27 44.286752 10.672077 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
28 44.287087 10.666050 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
29 44.651896 10.917380 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
30 44.635734 10.947216 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
31 44.571934 10.844666 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
32 44.600704 10.973442 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
33 44.657643 10.949641 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
34 44.628446 10.914559 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
35 44.656930 10.898282 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
36 44.651569 10.867872 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
37 44.662918 10.925206 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
38 44.748232 11.002663 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
39 44.630666 10.909429 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
40 44.641209 10.921766 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
41 44.656308 10.896589 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
42 44.629226 10.927507 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.643386 10.932400 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
44 44.666572 10.892736 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
45 44.662543 10.890877 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
46 44.643496 10.945125 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
47 44.595485 11.035603 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
48 44.625435 10.896339 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
49 44.575189 10.919481 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
50 44.635463 10.907084 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
51 44.624635 10.940973 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
52 44.624822 10.945836 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
53 44.638496 10.856699 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
54 44.634172 10.924156 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
55 44.632706 10.948055 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
56 44.554313 10.797328 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
57 44.632474 10.934182 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
58 44.623001 10.924100 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
59 44.662103 10.964165 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
60 44.628929 10.888966 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
61 44.536086 10.820911 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
62 44.643508 10.886377 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
63 44.632606 10.952201 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
64 44.612079 10.911914 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
65 44.636847 10.905362 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
66 44.651573 10.902624 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
67 44.884381 11.060460 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
68 44.625980 10.944816 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
69 44.655157 10.937415 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
70 44.656471 10.939548 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
71 44.668201 10.936144 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
72 44.633658 10.900076 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
73 44.641038 10.891075 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
74 44.636720 10.901462 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
75 44.601834 10.957643 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
76 44.637160 10.934742 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
77 44.578835 10.829993 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
78 44.619716 10.928593 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
79 44.641515 10.891953 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
80 44.647080 10.923876 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
81 44.609558 10.850379 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
82 44.696834 10.889165 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
83 44.645148 10.888136 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
84 44.631655 10.971580 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
85 44.538036 10.793516 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
86 44.626914 10.907268 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
87 44.635266 10.928746 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
88 44.639521 10.911066 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
89 44.688568 10.916532 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
90 44.580411 10.983637 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
91 44.671741 10.866392 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
92 44.660419 10.896387 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
93 44.641915 10.915624 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
94 44.645113 10.907136 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
95 44.683176 10.896164 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
96 44.630498 10.947769 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
97 44.649044 10.900630 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
98 44.666557 10.913467 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
99 44.627757 10.918063 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
100 44.699421 10.885404 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
101 44.602478 10.860014 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
102 44.685449 10.966954 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
103 44.679437 11.040059 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
104 44.639332 10.962251 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
105 44.641242 10.890510 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
106 44.659737 10.895949 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
107 44.649479 10.938563 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
108 44.604481 10.861827 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
109 44.580008 10.911161 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
110 44.640578 10.914095 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
111 44.628713 10.922815 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
112 44.657407 10.904793 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
113 44.644122 10.942273 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
114 44.651712 10.875960 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
115 44.634426 10.871266 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
116 44.789957 10.875245 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
117 44.658793 10.904980 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
118 44.642029 10.962812 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
119 44.632273 10.868276 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
120 44.649407 10.921292 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
121 44.625274 10.929279 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
122 44.656379 10.890524 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
123 44.608459 10.978220 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
124 44.692672 10.967912 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
125 44.658118 10.932318 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
126 44.679634 10.946879 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
127 44.644888 10.922599 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
128 44.645348 10.917547 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
129 44.633436 10.903916 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
130 44.662176 10.929089 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
131 44.655713 10.898435 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
132 44.649814 10.918457 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
133 44.639744 10.909265 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
134 44.587664 10.970517 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
135 44.625470 10.942371 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
136 44.652115 10.899743 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
137 44.672678 10.951920 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
138 44.633974 10.935704 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
139 44.620782 11.040734 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
140 44.642255 10.945016 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
141 44.647343 10.927732 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
142 44.629115 10.941370 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
143 44.877277 11.071046 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
144 44.643751 10.942125 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
145 44.659868 10.931842 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
146 44.882503 11.066729 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
147 44.727825 10.919785 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
148 44.660306 10.965302 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
149 44.676031 11.032249 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
150 44.689272 10.916227 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
151 44.629051 10.925539 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
152 44.646018 10.923316 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
153 44.612507 10.983511 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
154 44.652496 10.931752 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
155 44.645163 10.909004 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
156 44.651934 10.928912 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
157 44.638153 10.913149 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
158 44.649723 10.920020 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
159 44.652880 10.934645 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
160 44.637494 10.935028 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
161 44.634089 10.916551 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
162 44.632542 10.935307 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
163 44.644637 10.934088 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
164 44.659200 10.933352 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
165 44.656419 10.909598 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
166 44.639710 10.948131 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
167 44.628419 10.912597 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
168 44.623780 10.917712 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
169 44.645879 10.930202 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
170 44.638511 10.873769 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
171 44.625556 10.894379 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
172 44.641763 10.939536 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
173 44.695435 10.875618 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
174 44.633370 10.946570 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
175 44.594989 11.037887 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
176 44.660409 10.962256 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
177 44.659720 10.920255 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
178 44.660123 10.911161 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
179 44.626128 10.929277 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
180 44.636780 10.930377 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
181 44.645871 10.915881 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
182 44.650372 10.898436 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
183 44.651835 10.933512 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
184 44.634077 10.950419 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
185 44.622888 10.891130 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
186 44.636236 10.921261 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
187 44.509709 10.950041 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
188 44.893451 11.065997 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
189 44.641216 10.943818 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
190 44.641960 10.966249 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
191 44.630155 10.960969 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
192 44.678212 10.952872 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
193 44.655040 10.905814 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
194 44.655574 10.900547 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
195 44.603873 10.904920 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
196 44.654197 10.890697 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
197 44.628309 10.969620 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
198 44.881357 10.887794 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
199 44.635521 10.902887 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
200 44.635164 10.869587 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
201 44.647051 10.916171 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
202 44.619566 10.934006 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
203 44.310038 10.792578 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
204 44.709584 10.902220 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
205 44.602274 10.969724 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
206 44.638403 10.876708 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
207 44.655428 10.872448 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
208 44.646758 10.928595 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
209 44.659276 10.892642 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
210 44.612217 10.909517 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
211 44.646341 10.925073 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
212 44.623009 10.948569 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
213 44.678060 10.893056 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
214 44.647191 10.919890 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
215 44.675135 10.959429 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
216 44.723040 10.900088 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
217 44.643934 10.929792 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
218 44.661620 10.892461 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
219 44.639786 10.891890 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
220 44.643031 10.934915 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
221 44.661658 10.888580 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
222 44.661748 10.908158 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
223 44.636547 10.933714 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
224 44.662142 10.929289 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
225 44.628160 10.892855 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
226 44.657913 10.903107 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
227 44.643877 10.926382 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
228 44.632230 10.947447 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
229 44.637345 10.917497 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
230 44.637662 10.940099 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
231 44.639564 10.907711 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
232 44.668256 10.930643 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
233 44.645819 10.930726 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
234 44.646381 10.918656 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
235 44.661960 10.889476 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
236 44.629817 10.911359 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
237 44.634838 10.974548 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
238 44.595873 10.974174 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
239 44.645864 10.922327 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
240 44.643803 10.890940 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
241 44.664204 10.974826 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
242 44.626551 10.943452 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
243 44.622090 10.926164 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
244 44.634954 10.894250 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
245 44.706670 11.104341 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
246 44.647839 10.924372 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
247 44.645533 10.972414 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
248 44.661757 10.893162 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
249 44.656795 10.914978 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
250 44.671481 10.894920 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
251 44.662918 10.925206 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
252 44.646286 10.850892 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
253 44.640937 10.861207 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
254 44.369246 10.661461 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
255 44.642490 10.932997 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
256 44.595794 10.929986 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
257 44.639989 10.926191 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
258 44.644858 10.933528 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
259 44.643318 10.940758 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
260 44.641756 10.899191 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
261 44.836883 11.299507 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
262 44.658186 10.902136 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
263 44.642101 10.913961 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
264 44.649250 10.925743 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
265 44.887139 11.065114 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
266 44.660254 10.883688 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
267 44.676294 10.934989 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
268 44.638372 10.920484 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
269 44.598609 10.959842 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
270 44.650799 10.802457 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
271 44.572426 10.941783 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
272 44.657234 10.864061 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
273 44.632161 10.795203 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
274 44.605376 10.997620 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
275 44.641108 10.804805 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
276 44.579704 10.945882 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
277 44.640743 10.908169 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
278 44.603635 10.863614 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
279 44.660671 10.960148 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
280 44.665161 10.855601 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
281 44.611956 10.890166 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
282 44.654678 10.942877 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
283 44.645480 10.924387 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
284 44.659551 10.898291 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
285 44.621395 10.917592 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
286 44.635945 10.948656 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
287 44.657915 10.914884 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
288 44.624450 10.911829 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
289 44.636898 10.955762 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
290 44.627781 10.934815 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
291 44.517551 10.859047 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
292 44.651619 10.804524 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
293 44.688732 10.921788 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
294 44.623420 10.916989 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
295 44.626591 10.919601 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
296 44.579737 10.841449 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
297 44.662299 10.963512 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
298 44.638479 10.957922 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
299 44.630928 10.901713 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
300 44.638193 10.949588 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
301 44.659824 10.910984 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
302 44.656542 10.947323 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
303 44.643665 10.903189 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
