150 lat long pcc pcn mem st bw sd cost service task
31 44.641242 10.890510 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
32 44.659737 10.895949 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
33 44.657216 10.932591 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
34 44.629612 10.951159 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
35 44.644122 10.942273 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
36 44.627062 10.918328 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
37 44.789957 10.875245 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
38 44.645791 10.920157 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
39 44.666354 10.935281 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.617017 10.932033 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
41 44.638480 10.899030 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
42 44.646026 10.846565 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.692672 10.967912 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
44 44.638472 10.918212 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
45 44.633436 10.903916 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
46 44.662176 10.929089 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
47 44.655713 10.898435 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
48 44.628163 10.893693 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
49 44.652115 10.899743 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
50 44.625470 10.942371 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
51 44.672678 10.951920 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
52 44.550152 10.924810 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
53 44.676031 11.032249 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
54 44.640327 10.918668 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
55 44.667966 10.937350 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
56 44.640096 10.893330 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
57 44.638153 10.913149 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
58 44.618136 10.924923 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
59 44.652880 10.934645 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
60 44.634089 10.916551 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
61 44.531849 10.880748 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
62 44.639710 10.948131 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
63 44.653593 10.902316 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
64 44.287734 10.673753 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
65 44.684816 10.890356 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
66 44.836184 11.292578 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
67 44.586021 10.915017 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
68 44.633370 10.946570 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
69 44.659720 10.920255 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
70 44.632442 10.915098 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
71 44.628446 10.914559 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
72 44.641216 10.943818 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
73 44.630155 10.960969 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
74 44.678212 10.952872 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
75 44.655040 10.905814 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
76 44.603873 10.904920 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
77 44.618619 10.887601 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
78 44.628547 10.911876 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
79 44.656150 10.969054 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
80 44.634192 10.925248 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
81 44.535858 10.814282 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
82 44.645191 10.923256 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
83 44.880144 11.058174 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
84 44.662142 10.929289 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
85 44.738491 10.921015 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
86 44.595873 10.974174 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
87 44.647484 10.922107 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
88 44.645864 10.922327 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
89 44.603461 10.870396 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
90 44.646286 10.850892 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
91 44.642490 10.932997 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
92 44.644858 10.933528 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
93 44.625435 10.892523 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
94 44.625318 10.894154 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
95 44.887139 11.065114 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
96 44.891514 10.899811 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
97 44.640218 10.913038 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
98 44.632760 10.917931 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
99 44.652105 10.941882 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
100 44.657234 10.864061 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
101 44.630996 10.897647 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
102 44.641108 10.804805 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
103 44.646504 10.840999 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
104 44.654678 10.942877 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
105 44.659551 10.898291 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
106 44.584341 11.078741 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
107 44.658013 10.947920 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
108 44.642258 10.911866 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
109 44.630857 10.912677 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
110 44.567571 10.833677 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
111 44.644731 10.926218 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
112 44.688732 10.921788 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
113 44.623420 10.916989 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
114 44.626591 10.919601 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
115 44.662299 10.963512 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
116 44.657687 10.977480 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
117 44.640198 10.938021 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
118 44.838341 11.304238 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
119 44.655970 10.949777 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
120 44.647604 10.943819 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
121 44.628273 10.918385 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
122 44.641298 10.909027 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
123 44.634261 10.870183 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
124 44.644287 10.912538 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
125 44.845700 11.072764 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
126 44.651670 10.894234 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
127 44.648011 10.922960 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
128 44.643713 10.893185 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
129 44.600885 10.976948 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
130 44.627169 10.922451 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
131 44.622959 10.928795 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
132 44.654404 10.887294 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
133 44.645292 10.941505 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
134 44.636209 10.909265 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
135 44.661259 10.893564 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
136 44.628283 10.939207 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
137 44.621690 10.943570 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
138 44.539518 10.898830 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
139 44.639584 10.954861 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
140 44.661951 10.926243 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
141 44.674281 10.935397 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
142 44.662057 10.942532 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
143 44.659639 10.875012 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
144 44.658364 10.903374 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
145 44.654331 10.881274 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
146 44.642754 10.905737 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
147 44.688568 10.916532 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
148 44.656430 10.935697 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
149 44.630251 10.984282 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
150 44.726204 11.040994 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
