950 lat long pcc pcn mem st bw sd cost service task
112 44.640801 10.923262 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
113 44.688568 10.916532 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
114 44.580411 10.983637 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
115 44.671741 10.866392 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
116 44.660419 10.896387 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
117 44.641915 10.915624 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
118 44.657931 10.878713 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
119 44.645113 10.907136 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
120 44.683176 10.896164 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
121 44.630498 10.947769 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
122 44.649044 10.900630 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
123 44.666557 10.913467 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
124 44.627757 10.918063 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
125 44.699421 10.885404 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
126 44.602478 10.860014 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
127 44.685449 10.966954 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
128 44.679437 11.040059 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
129 44.641242 10.890510 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
130 44.659737 10.895949 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
131 44.633829 10.969333 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
132 44.649479 10.938563 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
133 44.604481 10.861827 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
134 44.674822 10.934524 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
135 44.580008 10.911161 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
136 44.649247 10.926936 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
137 44.640578 10.914095 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
138 44.628713 10.922815 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
139 44.657407 10.904793 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
140 44.636245 10.926057 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
141 44.644122 10.942273 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
142 44.636749 10.932037 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
143 44.651712 10.875960 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
144 44.634459 10.925545 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
145 44.634426 10.871266 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
146 44.662602 10.898617 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
147 44.789957 10.875245 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
148 44.658793 10.904980 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
149 44.649759 10.900387 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
150 44.642029 10.962812 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
151 44.632273 10.868276 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
152 44.649407 10.921292 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
153 44.625274 10.929279 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
154 44.656379 10.890524 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
155 44.475185 10.991325 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
156 44.608459 10.978220 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
157 44.524855 10.860216 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
158 44.692672 10.967912 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
159 44.658118 10.932318 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
160 44.679634 10.946879 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
161 44.644888 10.922599 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
162 44.645348 10.917547 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
163 44.633436 10.903916 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
164 44.662176 10.929089 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
165 44.655713 10.898435 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
166 44.649814 10.918457 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
167 44.639744 10.909265 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
168 44.587664 10.970517 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
169 44.625470 10.942371 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
170 44.652115 10.899743 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
171 44.672678 10.951920 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
172 44.633974 10.935704 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
173 44.620782 11.040734 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
174 44.642255 10.945016 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
175 44.647343 10.927732 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
176 44.629115 10.941370 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
177 44.877277 11.071046 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
178 44.643751 10.942125 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
179 44.659868 10.931842 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
180 44.882503 11.066729 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
181 44.676031 11.032249 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
182 44.689272 10.916227 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
183 44.629051 10.925539 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
184 44.647264 10.943387 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
185 44.646018 10.923316 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
186 44.612507 10.983511 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
187 44.652496 10.931752 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
188 44.651934 10.928912 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
189 44.638153 10.913149 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
190 44.640358 10.907456 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
191 44.649723 10.920020 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
192 44.652880 10.934645 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
193 44.637494 10.935028 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
194 44.635170 10.914836 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
195 44.634089 10.916551 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
196 44.632542 10.935307 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
197 44.633457 10.856224 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
198 44.644637 10.934088 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
199 44.659200 10.933352 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
200 44.656419 10.909598 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
201 44.687662 10.963423 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
202 44.639710 10.948131 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
203 44.628419 10.912597 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
204 44.623780 10.917712 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
205 44.629260 10.942703 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
206 44.645879 10.930202 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
207 44.622270 10.816410 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
208 44.638511 10.873769 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
209 44.625556 10.894379 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
210 44.836184 11.292578 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
211 44.641763 10.939536 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
212 44.695435 10.875618 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
213 44.633370 10.946570 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
214 44.639702 10.913418 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
215 44.594989 11.037887 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
216 44.660409 10.962256 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
217 44.659720 10.920255 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
218 44.660123 10.911161 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
219 44.626128 10.929277 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
220 44.636780 10.930377 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
221 44.668198 10.938464 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
222 44.645871 10.915881 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
223 44.650372 10.898436 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
224 44.632442 10.915098 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
225 44.651835 10.933512 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
226 44.634077 10.950419 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
227 44.622888 10.891130 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
228 44.672005 10.939487 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
229 44.636236 10.921261 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
230 44.509709 10.950041 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
231 44.893451 11.065997 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
232 44.641216 10.943818 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
233 44.641960 10.966249 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
234 44.630155 10.960969 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
235 44.655040 10.905814 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
236 44.655574 10.900547 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
237 44.603873 10.904920 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
238 44.654197 10.890697 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
239 44.650509 10.933601 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
240 44.540266 10.793640 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
241 44.628309 10.969620 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
242 44.881357 10.887794 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
243 44.635521 10.902887 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
244 44.635164 10.869587 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
245 44.647051 10.916171 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
246 44.619566 10.934006 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
247 44.310038 10.792578 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
248 44.709584 10.902220 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
249 44.602274 10.969724 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
250 44.632987 10.933990 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
251 44.638403 10.876708 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
252 44.655428 10.872448 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
253 44.646758 10.928595 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
254 44.659276 10.892642 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
255 44.612217 10.909517 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
256 44.635333 10.946670 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
257 44.646341 10.925073 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
258 44.623009 10.948569 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
259 44.678060 10.893056 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
260 44.647191 10.919890 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
261 44.675135 10.959429 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
262 44.723040 10.900088 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
263 44.645191 10.923256 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
264 44.645161 10.928992 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
265 44.843135 11.146038 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
266 44.643934 10.929792 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
267 44.661620 10.892461 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
268 44.639786 10.891890 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
269 44.523177 10.859042 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
270 44.643031 10.934915 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
271 44.661658 10.888580 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
272 44.634604 10.954887 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
273 44.636547 10.933714 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
274 44.662142 10.929289 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
275 44.628160 10.892855 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
276 44.657913 10.903107 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
277 44.643877 10.926382 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
278 44.632230 10.947447 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
279 44.637345 10.917497 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
280 44.637662 10.940099 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
281 44.639564 10.907711 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
282 44.668256 10.930643 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
283 44.645819 10.930726 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
284 44.530257 11.019961 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
285 44.646381 10.918656 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
286 44.661960 10.889476 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
287 44.629817 10.911359 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
288 44.634838 10.974548 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
289 44.621347 10.931603 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
290 44.595873 10.974174 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
291 44.654282 10.920075 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
292 44.645864 10.922327 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
293 44.643803 10.890940 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
294 44.664204 10.974826 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
295 44.626551 10.943452 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
296 44.622090 10.926164 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
297 44.634954 10.894250 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
298 44.641216 10.943818 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
299 44.706670 11.104341 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
300 44.647839 10.924372 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
301 44.645533 10.972414 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
302 44.661757 10.893162 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
303 44.656795 10.914978 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
